,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,TEMP,sum,count,average
5999,6000,2010,9,7,23,3,,,,103.0,20.0,103.0,1,103.0
6000,6001,2010,9,8,0,3,,,,102.0,19.0,102.0,1,102.0
6001,6002,2010,9,8,1,3,,,,61.0,18.0,61.0,1,61.0
6002,6003,2010,9,8,2,3,,,,69.0,18.0,69.0,1,69.0
6003,6004,2010,9,8,3,3,,,,81.0,17.0,81.0,1,81.0
6004,6005,2010,9,8,4,3,,,,79.0,17.0,79.0,1,79.0
6005,6006,2010,9,8,5,3,,,,129.0,17.0,129.0,1,129.0
6006,6007,2010,9,8,6,3,,,,133.0,17.0,133.0,1,133.0
6007,6008,2010,9,8,7,3,,,,96.0,18.0,96.0,1,96.0
6008,6009,2010,9,8,8,3,,,,81.0,20.0,81.0,1,81.0
6009,6010,2010,9,8,9,3,,,,58.0,21.0,58.0,1,58.0
6010,6011,2010,9,8,10,3,,,,63.0,24.0,63.0,1,63.0
6011,6012,2010,9,8,11,3,,,,67.0,25.0,67.0,1,67.0
6012,6013,2010,9,8,12,3,,,,81.0,27.0,81.0,1,81.0
6013,6014,2010,9,8,13,3,,,,113.0,27.0,113.0,1,113.0
6014,6015,2010,9,8,14,3,,,,97.0,28.0,97.0,1,97.0
6015,6016,2010,9,8,15,3,,,,97.0,28.0,97.0,1,97.0
6016,6017,2010,9,8,16,3,,,,111.0,26.0,111.0,1,111.0
6017,6018,2010,9,8,17,3,,,,102.0,26.0,102.0,1,102.0
6018,6019,2010,9,8,18,3,,,,100.0,25.0,100.0,1,100.0
6019,6020,2010,9,8,19,3,,,,123.0,22.0,123.0,1,123.0
6020,6021,2010,9,8,20,3,,,,125.0,22.0,125.0,1,125.0
6021,6022,2010,9,8,21,3,,,,128.0,22.0,128.0,1,128.0
6022,6023,2010,9,8,22,3,,,,118.0,23.0,118.0,1,118.0
6023,6024,2010,9,8,23,3,,,,115.0,20.0,115.0,1,115.0
6024,6025,2010,9,9,0,3,,,,140.0,19.0,140.0,1,140.0
6025,6026,2010,9,9,1,3,,,,142.0,19.0,142.0,1,142.0
6026,6027,2010,9,9,2,3,,,,122.0,18.0,122.0,1,122.0
6027,6028,2010,9,9,3,3,,,,109.0,18.0,109.0,1,109.0
6028,6029,2010,9,9,4,3,,,,159.0,18.0,159.0,1,159.0
6029,6030,2010,9,9,5,3,,,,154.0,17.0,154.0,1,154.0
6030,6031,2010,9,9,6,3,,,,213.0,17.0,213.0,1,213.0
6031,6032,2010,9,9,7,3,,,,216.0,18.0,216.0,1,216.0
6032,6033,2010,9,9,8,3,,,,227.0,19.0,227.0,1,227.0
6033,6034,2010,9,9,9,3,,,,210.0,21.0,210.0,1,210.0
6034,6035,2010,9,9,10,3,,,,220.0,23.0,220.0,1,220.0
6035,6036,2010,9,9,11,3,,,,216.0,24.0,216.0,1,216.0
6036,6037,2010,9,9,12,3,,,,211.0,26.0,211.0,1,211.0
6037,6038,2010,9,9,13,3,,,,204.0,26.0,204.0,1,204.0
6038,6039,2010,9,9,14,3,,,,122.0,26.0,122.0,1,122.0
6039,6040,2010,9,9,15,3,,,,121.0,27.0,121.0,1,121.0
6040,6041,2010,9,9,16,3,,,,85.0,27.0,85.0,1,85.0
6041,6042,2010,9,9,17,3,,,,114.0,26.0,114.0,1,114.0
6042,6043,2010,9,9,18,3,,,,152.0,25.0,152.0,1,152.0
6043,6044,2010,9,9,19,3,,,,131.0,23.0,131.0,1,131.0
6044,6045,2010,9,9,20,3,,,,144.0,22.0,144.0,1,144.0
6045,6046,2010,9,9,21,3,,,,147.0,21.0,147.0,1,147.0
6046,6047,2010,9,9,22,3,,,,160.0,21.0,160.0,1,160.0
6047,6048,2010,9,9,23,3,,,,175.0,21.0,175.0,1,175.0
6048,6049,2010,9,10,0,3,,,,176.0,20.0,176.0,1,176.0
6049,6050,2010,9,10,1,3,,,,193.0,19.0,193.0,1,193.0
6050,6051,2010,9,10,2,3,,,,200.0,19.0,200.0,1,200.0
6051,6052,2010,9,10,3,3,,,,189.0,18.0,189.0,1,189.0
6052,6053,2010,9,10,4,3,,,,108.0,18.0,108.0,1,108.0
6053,6054,2010,9,10,5,3,,,,50.0,16.0,50.0,1,50.0
6054,6055,2010,9,10,6,3,,,,73.0,16.0,73.0,1,73.0
6055,6056,2010,9,10,7,3,,,,57.0,18.0,57.0,1,57.0
6056,6057,2010,9,10,8,3,,,,57.0,23.0,57.0,1,57.0
6057,6058,2010,9,10,9,3,,,,45.0,25.0,45.0,1,45.0
6058,6059,2010,9,10,10,3,,,,62.0,27.0,62.0,1,62.0
6059,6060,2010,9,10,11,3,,,,62.0,27.0,62.0,1,62.0
6060,6061,2010,9,10,12,3,,,,24.0,29.0,24.0,1,24.0
6061,6062,2010,9,10,13,3,,,,24.0,29.0,24.0,1,24.0
6062,6063,2010,9,10,14,3,,,,27.0,30.0,27.0,1,27.0
6063,6064,2010,9,10,15,3,,,,38.0,30.0,38.0,1,38.0
6064,6065,2010,9,10,16,3,,,,39.0,30.0,39.0,1,39.0
6065,6066,2010,9,10,17,3,,,,27.0,30.0,27.0,1,27.0
6066,6067,2010,9,10,18,3,,,,66.0,29.0,66.0,1,66.0
6067,6068,2010,9,10,19,3,,,,111.0,25.0,111.0,1,111.0
6068,6069,2010,9,10,20,3,,,,198.0,22.0,198.0,1,198.0
6069,6070,2010,9,10,21,3,,,,181.0,20.0,181.0,1,181.0
6070,6071,2010,9,10,22,3,,,,212.0,21.0,212.0,1,212.0
6071,6072,2010,9,10,23,3,,,,174.0,20.0,174.0,1,174.0
6072,6073,2010,9,11,0,3,,,,170.0,20.0,170.0,1,170.0
6073,6074,2010,9,11,1,3,,,,133.0,22.0,133.0,1,133.0
6074,6075,2010,9,11,2,3,,,,50.0,18.0,50.0,1,50.0
6075,6076,2010,9,11,3,3,,,,28.0,17.0,28.0,1,28.0
6076,6077,2010,9,11,4,3,,,,18.0,17.0,18.0,1,18.0
6093,6094,2010,9,11,21,3,,,,76.0,23.0,76.0,1,76.0
6094,6095,2010,9,11,22,3,,,,72.0,21.0,72.0,1,72.0
6095,6096,2010,9,11,23,3,,,,72.0,21.0,72.0,1,72.0
6096,6097,2010,9,12,0,3,,,,207.0,19.0,207.0,1,207.0
6097,6098,2010,9,12,1,3,,,,240.0,20.0,240.0,1,240.0
6098,6099,2010,9,12,2,3,,,,221.0,19.0,221.0,1,221.0
6099,6100,2010,9,12,3,3,,,,164.0,18.0,164.0,1,164.0
6100,6101,2010,9,12,4,3,,,,98.0,18.0,98.0,1,98.0
6101,6102,2010,9,12,5,3,,,,69.0,17.0,69.0,1,69.0
6102,6103,2010,9,12,6,3,,,,96.0,17.0,96.0,1,96.0
6103,6104,2010,9,12,7,3,,,,119.0,19.0,119.0,1,119.0
6104,6105,2010,9,12,8,3,,,,110.0,22.0,110.0,1,110.0
6105,6106,2010,9,12,9,3,,,,107.0,25.0,107.0,1,107.0
6106,6107,2010,9,12,10,3,,,,91.0,27.0,91.0,1,91.0
6107,6108,2010,9,12,11,3,,,,71.0,29.0,71.0,1,71.0
6108,6109,2010,9,12,12,3,,,,69.0,31.0,69.0,1,69.0
6109,6110,2010,9,12,13,3,,,,85.0,32.0,85.0,1,85.0
6110,6111,2010,9,12,14,3,,,,87.0,33.0,87.0,1,87.0
6111,6112,2010,9,12,15,3,,,,103.0,33.0,103.0,1,103.0
6112,6113,2010,9,12,16,3,,,,115.0,33.0,115.0,1,115.0
6113,6114,2010,9,12,17,3,,,,123.0,31.0,123.0,1,123.0
6114,6115,2010,9,12,18,3,,,,123.0,28.0,123.0,1,123.0
6115,6116,2010,9,12,19,3,,,,132.0,28.0,132.0,1,132.0
6116,6117,2010,9,12,20,3,,,,120.0,25.0,120.0,1,120.0
6117,6118,2010,9,12,21,3,,,,132.0,24.0,132.0,1,132.0
6118,6119,2010,9,12,22,3,,,,155.0,23.0,155.0,1,155.0
6119,6120,2010,9,12,23,3,,,,142.0,21.0,142.0,1,142.0
6120,6121,2010,9,13,0,3,,,,155.0,20.0,155.0,1,155.0
6121,6122,2010,9,13,1,3,,,,218.0,21.0,218.0,1,218.0
6122,6123,2010,9,13,2,3,,,,261.0,20.0,261.0,1,261.0
6123,6124,2010,9,13,3,3,,,,269.0,19.0,269.0,1,269.0
6124,6125,2010,9,13,4,3,,,,206.0,19.0,206.0,1,206.0
6125,6126,2010,9,13,5,3,,,,117.0,18.0,117.0,1,117.0
6126,6127,2010,9,13,6,3,,,,111.0,18.0,111.0,1,111.0
6127,6128,2010,9,13,7,3,,,,114.0,19.0,114.0,1,114.0
6128,6129,2010,9,13,8,3,,,,120.0,23.0,120.0,1,120.0
6129,6130,2010,9,13,9,3,,,,134.0,26.0,134.0,1,134.0
6130,6131,2010,9,13,10,3,,,,131.0,27.0,131.0,1,131.0
6131,6132,2010,9,13,11,3,,,,141.0,30.0,141.0,1,141.0
6132,6133,2010,9,13,12,3,,,,141.0,30.0,141.0,1,141.0
6133,6134,2010,9,13,13,3,,,,159.0,32.0,159.0,1,159.0
6134,6135,2010,9,13,14,3,,,,129.0,33.0,129.0,1,129.0
6135,6136,2010,9,13,15,3,,,,150.0,34.0,150.0,1,150.0
6136,6137,2010,9,13,16,3,,,,124.0,33.0,124.0,1,124.0
6137,6138,2010,9,13,17,3,,,,121.0,32.0,121.0,1,121.0
6138,6139,2010,9,13,18,3,,,,138.0,30.0,138.0,1,138.0
6139,6140,2010,9,13,19,3,,,,139.0,29.0,139.0,1,139.0
6140,6141,2010,9,13,20,3,,,,180.0,27.0,180.0,1,180.0
6141,6142,2010,9,13,21,3,,,,167.0,24.0,167.0,1,167.0
6142,6143,2010,9,13,22,3,,,,191.0,23.0,191.0,1,191.0
6143,6144,2010,9,13,23,3,,,,209.0,20.0,209.0,1,209.0
6144,6145,2010,9,14,0,3,,,,275.0,21.0,275.0,1,275.0
6145,6146,2010,9,14,1,3,,,,277.0,20.0,277.0,1,277.0
6146,6147,2010,9,14,2,3,,,,310.0,19.0,310.0,1,310.0
6147,6148,2010,9,14,3,3,,,,242.0,19.0,242.0,1,242.0
6148,6149,2010,9,14,4,3,,,,206.0,19.0,206.0,1,206.0
6149,6150,2010,9,14,5,3,,,,136.0,18.0,136.0,1,136.0
6150,6151,2010,9,14,6,3,,,,166.0,18.0,166.0,1,166.0
6151,6152,2010,9,14,7,3,,,,175.0,20.0,175.0,1,175.0
6152,6153,2010,9,14,8,3,,,,160.0,23.0,160.0,1,160.0
6153,6154,2010,9,14,9,3,,,,179.0,26.0,179.0,1,179.0
6154,6155,2010,9,14,10,3,,,,182.0,28.0,182.0,1,182.0
6155,6156,2010,9,14,11,3,,,,177.0,30.0,177.0,1,177.0
6156,6157,2010,9,14,12,3,,,,183.0,31.0,183.0,1,183.0
6157,6158,2010,9,14,13,3,,,,153.0,32.0,153.0,1,153.0
6158,6159,2010,9,14,14,3,,,,128.0,33.0,128.0,1,128.0
6159,6160,2010,9,14,15,3,,,,165.0,32.0,165.0,1,165.0
6160,6161,2010,9,14,16,3,,,,166.0,32.0,166.0,1,166.0
6161,6162,2010,9,14,17,3,,,,152.0,31.0,152.0,1,152.0
6162,6163,2010,9,14,18,3,,,,169.0,29.0,169.0,1,169.0
6163,6164,2010,9,14,19,3,,,,212.0,26.0,212.0,1,212.0
6164,6165,2010,9,14,20,3,,,,225.0,24.0,225.0,1,225.0
6165,6166,2010,9,14,21,3,,,,227.0,23.0,227.0,1,227.0
6166,6167,2010,9,14,22,3,,,,225.0,22.0,225.0,1,225.0
6167,6168,2010,9,14,23,3,,,,321.0,22.0,321.0,1,321.0
6168,6169,2010,9,15,0,3,,,,358.0,22.0,358.0,1,358.0
6169,6170,2010,9,15,1,3,,,,360.0,21.0,360.0,1,360.0
6170,6171,2010,9,15,2,3,,,,411.0,21.0,411.0,1,411.0
6171,6172,2010,9,15,3,3,,,,374.0,21.0,374.0,1,374.0
6172,6173,2010,9,15,4,3,,,,414.0,21.0,414.0,1,414.0
6173,6174,2010,9,15,5,3,,,,349.0,20.0,349.0,1,349.0
6174,6175,2010,9,15,6,3,,,,298.0,20.0,298.0,1,298.0
6175,6176,2010,9,15,7,3,,,,334.0,20.0,334.0,1,334.0
6176,6177,2010,9,15,8,3,,,,333.0,22.0,333.0,1,333.0
6177,6178,2010,9,15,9,3,,,,455.0,24.0,455.0,1,455.0
6178,6179,2010,9,15,10,3,,,,440.0,26.0,440.0,1,440.0
6179,6180,2010,9,15,11,3,,,,313.0,27.0,313.0,1,313.0
6180,6181,2010,9,15,12,3,,,,215.0,29.0,215.0,1,215.0
6181,6182,2010,9,15,13,3,,,,190.0,30.0,190.0,1,190.0
6182,6183,2010,9,15,14,3,,,,236.0,30.0,236.0,1,236.0
6183,6184,2010,9,15,15,3,,,,187.0,30.0,187.0,1,187.0
6184,6185,2010,9,15,16,3,,,,211.0,29.0,211.0,1,211.0
6185,6186,2010,9,15,17,3,,,,196.0,29.0,196.0,1,196.0
6186,6187,2010,9,15,18,3,,,,240.0,28.0,240.0,1,240.0
6187,6188,2010,9,15,19,3,,,,281.0,27.0,281.0,1,281.0
6188,6189,2010,9,15,20,3,,,,297.0,26.0,297.0,1,297.0
6189,6190,2010,9,15,21,3,,,,293.0,25.0,293.0,1,293.0
6190,6191,2010,9,15,22,3,,,,254.0,26.0,254.0,1,254.0
6191,6192,2010,9,15,23,3,,,,203.0,27.0,203.0,1,203.0
6192,6193,2010,9,16,0,3,,,,186.0,26.0,186.0,1,186.0
6193,6194,2010,9,16,1,3,,,,205.0,25.0,205.0,1,205.0
6194,6195,2010,9,16,2,3,,,,200.0,24.0,200.0,1,200.0
6195,6196,2010,9,16,3,3,,,,181.0,24.0,181.0,1,181.0
6196,6197,2010,9,16,4,3,,,,176.0,24.0,176.0,1,176.0
6197,6198,2010,9,16,5,3,,,,188.0,24.0,188.0,1,188.0
6198,6199,2010,9,16,6,3,,,,181.0,23.0,181.0,1,181.0
6199,6200,2010,9,16,7,3,,,,219.0,23.0,219.0,1,219.0
6200,6201,2010,9,16,8,3,,,,226.0,24.0,226.0,1,226.0
6201,6202,2010,9,16,9,3,,,,238.0,24.0,238.0,1,238.0
6202,6203,2010,9,16,10,3,,,,247.0,24.0,247.0,1,247.0
6203,6204,2010,9,16,11,3,,,,225.0,25.0,225.0,1,225.0
6204,6205,2010,9,16,12,3,,,,244.0,25.0,244.0,1,244.0
6205,6206,2010,9,16,13,3,,,,199.0,25.0,199.0,1,199.0
6206,6207,2010,9,16,14,3,,,,157.0,25.0,157.0,1,157.0
6207,6208,2010,9,16,15,3,,,,194.0,25.0,194.0,1,194.0
6208,6209,2010,9,16,16,3,,,,262.0,25.0,262.0,1,262.0
6209,6210,2010,9,16,17,3,,,,224.0,24.0,224.0,1,224.0
6210,6211,2010,9,16,18,3,,,,174.0,21.0,174.0,1,174.0
6211,6212,2010,9,16,19,3,,,,170.0,21.0,170.0,1,170.0
6212,6213,2010,9,16,20,3,,,,153.0,21.0,153.0,1,153.0
6213,6214,2010,9,16,21,3,,,,104.0,20.0,104.0,1,104.0
6214,6215,2010,9,16,22,3,,,,136.0,20.0,136.0,1,136.0
6215,6216,2010,9,16,23,3,,,,117.0,20.0,117.0,1,117.0
6216,6217,2010,9,17,0,3,,,,94.0,19.0,94.0,1,94.0
6217,6218,2010,9,17,1,3,,,,112.0,18.0,112.0,1,112.0
6218,6219,2010,9,17,2,3,,,,71.0,18.0,71.0,1,71.0
6219,6220,2010,9,17,3,3,,,,89.0,18.0,89.0,1,89.0
6220,6221,2010,9,17,4,3,,,,84.0,17.0,84.0,1,84.0
6221,6222,2010,9,17,5,3,,,,70.0,17.0,70.0,1,70.0
6222,6223,2010,9,17,6,3,,,,61.0,17.0,61.0,1,61.0
6223,6224,2010,9,17,7,3,,,,53.0,17.0,53.0,1,53.0
6224,6225,2010,9,17,8,3,,,,34.0,18.0,34.0,1,34.0
6225,6226,2010,9,17,9,3,,,,26.0,18.0,26.0,1,26.0
6226,6227,2010,9,17,10,3,,,,43.0,17.0,43.0,1,43.0
6227,6228,2010,9,17,11,3,,,,21.0,16.0,21.0,1,21.0
6228,6229,2010,9,17,12,3,,,,13.0,16.0,13.0,1,13.0
6229,6230,2010,9,17,13,3,,,,24.0,16.0,24.0,1,24.0
6230,6231,2010,9,17,14,3,,,,33.0,15.0,33.0,1,33.0
6231,6232,2010,9,17,15,3,,,,9.0,15.0,9.0,1,9.0
6232,6233,2010,9,17,16,3,,,,26.0,15.0,26.0,1,26.0
6233,6234,2010,9,17,17,3,,,,30.0,15.0,30.0,1,30.0
6234,6235,2010,9,17,18,3,,,,14.0,14.0,14.0,1,14.0
6235,6236,2010,9,17,19,3,,,,12.0,14.0,12.0,1,12.0
6236,6237,2010,9,17,20,3,,,,8.0,14.0,8.0,1,8.0
6237,6238,2010,9,17,21,3,,,,6.0,14.0,6.0,1,6.0
6238,6239,2010,9,17,22,3,,,,31.0,14.0,31.0,1,31.0
6239,6240,2010,9,17,23,3,,,,26.0,14.0,26.0,1,26.0
6240,6241,2010,9,18,0,3,,,,20.0,14.0,20.0,1,20.0
6241,6242,2010,9,18,1,3,,,,19.0,14.0,19.0,1,19.0
6242,6243,2010,9,18,2,3,,,,16.0,14.0,16.0,1,16.0
6243,6244,2010,9,18,3,3,,,,17.0,14.0,17.0,1,17.0
6244,6245,2010,9,18,4,3,,,,14.0,13.0,14.0,1,14.0
6245,6246,2010,9,18,5,3,,,,12.0,13.0,12.0,1,12.0
6246,6247,2010,9,18,6,3,,,,5.0,13.0,5.0,1,5.0
6247,6248,2010,9,18,7,3,,,,20.0,13.0,20.0,1,20.0
6248,6249,2010,9,18,8,3,,,,5.0,13.0,5.0,1,5.0
6249,6250,2010,9,18,9,3,,,,20.0,14.0,20.0,1,20.0
6250,6251,2010,9,18,10,3,,,,23.0,14.0,23.0,1,23.0
6251,6252,2010,9,18,11,3,,,,33.0,14.0,33.0,1,33.0
6252,6253,2010,9,18,12,3,,,,21.0,15.0,21.0,1,21.0
6253,6254,2010,9,18,13,3,,,,3.0,16.0,3.0,1,3.0
6254,6255,2010,9,18,14,3,,,,6.0,17.0,6.0,1,6.0
6255,6256,2010,9,18,15,3,,,,27.0,18.0,27.0,1,27.0
6256,6257,2010,9,18,16,3,,,,23.0,19.0,23.0,1,23.0
6257,6258,2010,9,18,17,3,,,,35.0,18.0,35.0,1,35.0
6258,6259,2010,9,18,18,3,,,,48.0,17.0,48.0,1,48.0
6259,6260,2010,9,18,19,3,,,,54.0,16.0,54.0,1,54.0
6260,6261,2010,9,18,20,3,,,,44.0,16.0,44.0,1,44.0
6261,6262,2010,9,18,21,3,,,,44.0,15.0,44.0,1,44.0
6262,6263,2010,9,18,22,3,,,,24.0,16.0,24.0,1,24.0
6263,6264,2010,9,18,23,3,,,,34.0,16.0,34.0,1,34.0
6264,6265,2010,9,19,0,3,,,,45.0,16.0,45.0,1,45.0
6265,6266,2010,9,19,1,3,,,,54.0,15.0,54.0,1,54.0
6266,6267,2010,9,19,2,3,,,,55.0,15.0,55.0,1,55.0
6267,6268,2010,9,19,3,3,,,,55.0,15.0,55.0,1,55.0
6268,6269,2010,9,19,4,3,,,,55.0,15.0,55.0,1,55.0
6269,6270,2010,9,19,5,3,,,,55.0,15.0,55.0,1,55.0
6270,6271,2010,9,19,6,3,,,,84.0,15.0,84.0,1,84.0
6271,6272,2010,9,19,7,3,,,,106.0,16.0,106.0,1,106.0
6272,6273,2010,9,19,8,3,,,,73.0,17.0,73.0,1,73.0
6273,6274,2010,9,19,9,3,,,,87.0,19.0,87.0,1,87.0
6274,6275,2010,9,19,10,3,,,,118.0,20.0,118.0,1,118.0
6275,6276,2010,9,19,11,3,,,,138.0,20.0,138.0,1,138.0
6276,6277,2010,9,19,12,3,,,,118.0,21.0,118.0,1,118.0
6277,6278,2010,9,19,13,3,,,,79.0,24.0,79.0,1,79.0
6278,6279,2010,9,19,14,3,,,,70.0,25.0,70.0,1,70.0
6279,6280,2010,9,19,15,3,,,,49.0,24.0,49.0,1,49.0
6280,6281,2010,9,19,16,3,,,,37.0,24.0,37.0,1,37.0
6281,6282,2010,9,19,17,3,,,,47.0,23.0,47.0,1,47.0
6287,6288,2010,9,19,23,3,,,,84.0,20.0,84.0,1,84.0
6288,6289,2010,9,20,0,3,,,,91.0,18.0,91.0,1,91.0
6289,6290,2010,9,20,1,3,,,,82.0,17.0,82.0,1,82.0
6290,6291,2010,9,20,2,3,,,,76.0,17.0,76.0,1,76.0
6291,6292,2010,9,20,3,3,,,,129.0,17.0,129.0,1,129.0
6292,6293,2010,9,20,4,3,,,,147.0,17.0,147.0,1,147.0
6293,6294,2010,9,20,5,3,,,,115.0,17.0,115.0,1,115.0
6294,6295,2010,9,20,6,3,,,,121.0,16.0,121.0,1,121.0
6295,6296,2010,9,20,7,3,,,,109.0,17.0,109.0,1,109.0
6296,6297,2010,9,20,8,3,,,,99.0,18.0,99.0,1,99.0
6297,6298,2010,9,20,9,3,,,,121.0,19.0,121.0,1,121.0
6298,6299,2010,9,20,10,3,,,,119.0,19.0,119.0,1,119.0
6299,6300,2010,9,20,11,3,,,,124.0,19.0,124.0,1,124.0
6300,6301,2010,9,20,12,3,,,,143.0,19.0,143.0,1,143.0
6301,6302,2010,9,20,13,3,,,,128.0,19.0,128.0,1,128.0
6302,6303,2010,9,20,14,3,,,,106.0,19.0,106.0,1,106.0
6303,6304,2010,9,20,15,3,,,,101.0,19.0,101.0,1,101.0
6304,6305,2010,9,20,16,3,,,,57.0,19.0,57.0,1,57.0
6305,6306,2010,9,20,17,3,,,,48.0,18.0,48.0,1,48.0
6306,6307,2010,9,20,18,3,,,,34.0,18.0,34.0,1,34.0
6307,6308,2010,9,20,19,3,,,,35.0,17.0,35.0,1,35.0
6308,6309,2010,9,20,20,3,,,,52.0,17.0,52.0,1,52.0
6309,6310,2010,9,20,21,3,,,,56.0,16.0,56.0,1,56.0
6310,6311,2010,9,20,22,3,,,,49.0,16.0,49.0,1,49.0
6311,6312,2010,9,20,23,3,,,,28.0,16.0,28.0,1,28.0
6312,6313,2010,9,21,0,3,,,,20.0,16.0,20.0,1,20.0
6313,6314,2010,9,21,1,3,,,,11.0,15.0,11.0,1,11.0
6314,6315,2010,9,21,2,3,,,,1.0,15.0,1.0,1,1.0
6315,6316,2010,9,21,3,3,,,,4.0,14.0,4.0,1,4.0
6471,6472,2010,9,27,15,3,,,,45.0,22.0,45.0,1,45.0
6548,6549,2010,9,30,20,3,,,,209.0,16.0,209.0,1,209.0
6549,6550,2010,9,30,21,3,,,,204.0,15.0,204.0,1,204.0
6550,6551,2010,9,30,22,3,,,,222.0,14.0,222.0,1,222.0
6551,6552,2010,9,30,23,3,,,,231.0,14.0,231.0,1,231.0
6552,6553,2010,10,1,0,3,,,,268.0,12.0,268.0,1,268.0
6553,6554,2010,10,1,1,3,,,,258.0,13.0,258.0,1,258.0
6554,6555,2010,10,1,2,3,,,,196.0,13.0,196.0,1,196.0
6555,6556,2010,10,1,3,3,,,,192.0,12.0,192.0,1,192.0
6556,6557,2010,10,1,4,3,,,,165.0,13.0,165.0,1,165.0
6557,6558,2010,10,1,5,3,,,,156.0,12.0,156.0,1,156.0
6558,6559,2010,10,1,6,3,,,,155.0,11.0,155.0,1,155.0
6559,6560,2010,10,1,7,3,,,,162.0,12.0,162.0,1,162.0
6560,6561,2010,10,1,8,3,,,,211.0,14.0,211.0,1,211.0
6561,6562,2010,10,1,9,3,,,,274.0,17.0,274.0,1,274.0
6562,6563,2010,10,1,10,3,,,,266.0,19.0,266.0,1,266.0
6563,6564,2010,10,1,11,3,,,,225.0,20.0,225.0,1,225.0
6564,6565,2010,10,1,12,3,,,,194.0,21.0,194.0,1,194.0
6565,6566,2010,10,1,13,3,,,,203.0,24.0,203.0,1,203.0
6566,6567,2010,10,1,14,3,,,,224.0,23.0,224.0,1,224.0
6567,6568,2010,10,1,15,3,,,,234.0,23.0,234.0,1,234.0
6568,6569,2010,10,1,16,3,,,,259.0,23.0,259.0,1,259.0
6569,6570,2010,10,1,17,3,,,,247.0,22.0,247.0,1,247.0
6570,6571,2010,10,1,18,3,,,,266.0,20.0,266.0,1,266.0
6571,6572,2010,10,1,19,3,,,,237.0,20.0,237.0,1,237.0
6572,6573,2010,10,1,20,3,,,,243.0,21.0,243.0,1,243.0
6573,6574,2010,10,1,21,3,,,,242.0,21.0,242.0,1,242.0
6574,6575,2010,10,1,22,3,,,,256.0,19.0,256.0,1,256.0
6575,6576,2010,10,1,23,3,,,,168.0,19.0,168.0,1,168.0
6576,6577,2010,10,2,0,3,,,,74.0,18.0,74.0,1,74.0
6577,6578,2010,10,2,1,3,,,,67.0,16.0,67.0,1,67.0
6578,6579,2010,10,2,2,3,,,,80.0,16.0,80.0,1,80.0
6579,6580,2010,10,2,3,3,,,,75.0,16.0,75.0,1,75.0
6580,6581,2010,10,2,4,3,,,,54.0,16.0,54.0,1,54.0
6581,6582,2010,10,2,5,3,,,,47.0,16.0,47.0,1,47.0
6582,6583,2010,10,2,6,3,,,,51.0,16.0,51.0,1,51.0
6583,6584,2010,10,2,7,3,,,,47.0,16.0,47.0,1,47.0
6584,6585,2010,10,2,8,3,,,,34.0,16.0,34.0,1,34.0
6585,6586,2010,10,2,9,3,,,,22.0,18.0,22.0,1,22.0
6586,6587,2010,10,2,10,3,,,,9.0,20.0,9.0,1,9.0
6587,6588,2010,10,2,11,3,,,,11.0,21.0,11.0,1,11.0
6588,6589,2010,10,2,12,3,,,,12.0,21.0,12.0,1,12.0
6589,6590,2010,10,2,13,3,,,,11.0,21.0,11.0,1,11.0
6590,6591,2010,10,2,14,3,,,,7.0,21.0,7.0,1,7.0
6591,6592,2010,10,2,15,3,,,,3.0,20.0,3.0,1,3.0
6592,6593,2010,10,2,16,3,,,,5.0,19.0,5.0,1,5.0
6593,6594,2010,10,2,17,3,,,,7.0,18.0,7.0,1,7.0
6594,6595,2010,10,2,18,3,,,,6.0,17.0,6.0,1,6.0
6595,6596,2010,10,2,19,3,,,,10.0,17.0,10.0,1,10.0
6596,6597,2010,10,2,20,3,,,,13.0,16.0,13.0,1,13.0
6597,6598,2010,10,2,21,3,,,,16.0,16.0,16.0,1,16.0
6598,6599,2010,10,2,22,3,,,,12.0,14.0,12.0,1,12.0
6599,6600,2010,10,2,23,3,,,,12.0,13.0,12.0,1,12.0
6600,6601,2010,10,3,0,3,,,,13.0,13.0,13.0,1,13.0
6601,6602,2010,10,3,1,3,,,,12.0,13.0,12.0,1,12.0
6602,6603,2010,10,3,2,3,,,,12.0,14.0,12.0,1,12.0
6603,6604,2010,10,3,3,3,,,,13.0,14.0,13.0,1,13.0
6604,6605,2010,10,3,4,3,,,,12.0,15.0,12.0,1,12.0
6605,6606,2010,10,3,5,3,,,,12.0,16.0,12.0,1,12.0
6606,6607,2010,10,3,6,3,,,,13.0,16.0,13.0,1,13.0
6607,6608,2010,10,3,7,3,,,,10.0,16.0,10.0,1,10.0
6608,6609,2010,10,3,8,3,,,,12.0,17.0,12.0,1,12.0
6609,6610,2010,10,3,9,3,,,,13.0,18.0,13.0,1,13.0
6610,6611,2010,10,3,10,3,,,,12.0,18.0,12.0,1,12.0
6611,6612,2010,10,3,11,3,,,,11.0,19.0,11.0,1,11.0
6612,6613,2010,10,3,12,3,,,,11.0,21.0,11.0,1,11.0
6613,6614,2010,10,3,13,3,,,,10.0,22.0,10.0,1,10.0
6614,6615,2010,10,3,14,3,,,,8.0,23.0,8.0,1,8.0
6615,6616,2010,10,3,15,3,,,,6.0,23.0,6.0,1,6.0
6616,6617,2010,10,3,16,3,,,,5.0,23.0,5.0,1,5.0
